[127, 217, 37, 127, 0, 0, 0, 0, 223, 12, 0]
[127, 217, 37, 127, 0, 0, 0, 0, 238, 12, 0]
[127, 217, 37, 127, 0, 0, 0, 0, 2, 13, 0]
[126, 217, 37, 128, 0, 0, 0, 0, 23, 13, 0]
[124, 217, 37, 129, 0, 0, 0, 0, 43, 13, 0]
[121, 217, 37, 130, 0, 0, 0, 0, 62, 13, 0]
[114, 217, 37, 132, 0, 0, 0, 0, 82, 13, 0]
[99, 215, 39, 134, 0, 0, 0, 0, 103, 13, 0]
[77, 211, 45, 136, 0, 0, 0, 0, 123, 13, 0]
[47, 199, 60, 137, 0, 0, 0, 0, 143, 13, 0]
[17, 176, 85, 137, 0, 0, 0, 0, 163, 13, 0]
[4, 152, 107, 136, 0, 0, 0, 0, 183, 13, 0]
[0, 136, 121, 136, 0, 0, 0, 0, 203, 13, 0]
[254, 127, 126, 118, 0, 0, 0, 0, 222, 13, 0]
[254, 134, 121, 118, 0, 0, 0, 0, 243, 13, 0]
[254, 136, 120, 118, 0, 0, 0, 0, 7, 14, 0]
[253, 139, 117, 118, 0, 0, 0, 0, 27, 14, 0]
[253, 139, 117, 118, 0, 0, 0, 0, 47, 14, 0]
[253, 139, 117, 118, 0, 0, 0, 0, 66, 14, 0]
[253, 138, 117, 118, 0, 0, 0, 0, 86, 14, 0]
[253, 138, 118, 118, 0, 0, 0, 0, 107, 14, 0]
[253, 138, 118, 118, 0, 0, 0, 0, 127, 14, 0]
[254, 136, 119, 118, 0, 0, 0, 0, 147, 14, 0]
[254, 136, 119, 118, 0, 0, 0, 0, 166, 14, 0]
[254, 134, 120, 118, 0, 0, 0, 0, 186, 14, 0]
[254, 134, 121, 118, 0, 0, 0, 0, 207, 14, 0]
[254, 134, 121, 118, 0, 0, 0, 0, 227, 14, 0]
[254, 133, 122, 118, 0, 0, 0, 0, 247, 14, 0]
[254, 132, 122, 118, 0, 0, 0, 0, 10, 15, 0]
[254, 132, 123, 118, 0, 0, 0, 0, 30, 15, 0]
[254, 132, 123, 118, 0, 0, 0, 0, 50, 15, 0]
[254, 131, 124, 118, 0, 0, 0, 0, 70, 15, 0]
[254, 131, 124, 118, 0, 0, 0, 0, 90, 15, 0]
[254, 131, 124, 118, 0, 0, 0, 0, 111, 15, 0]
[254, 130, 125, 118, 0, 0, 0, 0, 131, 15, 0]
[254, 130, 125, 118, 0, 0, 0, 0, 150, 15, 0]
[254, 130, 125, 118, 0, 0, 0, 0, 170, 15, 0]
[254, 129, 125, 118, 0, 0, 0, 0, 190, 15, 0]
[254, 129, 126, 118, 0, 0, 0, 0, 210, 15, 0]
[254, 129, 126, 118, 0, 0, 0, 0, 231, 15, 0]
[254, 129, 126, 118, 0, 0, 0, 0, 250, 15, 0]
[254, 129, 126, 119, 0, 0, 0, 0, 14, 16, 0]
[254, 129, 126, 119, 0, 0, 0, 0, 34, 16, 0]
[254, 128, 126, 119, 0, 0, 0, 0, 54, 16, 0]
[254, 128, 126, 119, 0, 0, 0, 0, 74, 16, 0]
[254, 128, 127, 119, 0, 0, 0, 0, 94, 16, 0]
[254, 128, 127, 119, 0, 0, 0, 0, 114, 16, 0]
[254, 128, 127, 119, 0, 0, 0, 0, 134, 16, 0]
[254, 128, 127, 119, 0, 0, 0, 0, 155, 16, 0]
[254, 128, 127, 119, 0, 0, 0, 0, 175, 16, 0]
[254, 128, 127, 119, 0, 0, 0, 0, 195, 16, 0]
[254, 128, 127, 119, 0, 0, 0, 0, 215, 16, 0]
[254, 128, 127, 119, 0, 0, 0, 0, 234, 16, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 254, 16, 0]
[0, 127, 127, 135, 0, 0, 0, 0, 19, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 39, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 59, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 79, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 99, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 118, 17, 0]
[254, 128, 127, 119, 0, 0, 0, 0, 138, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 159, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 179, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 199, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 218, 17, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 238, 17, 0]
[0, 127, 127, 135, 0, 0, 0, 0, 3, 18, 0]
[0, 127, 127, 135, 0, 0, 0, 0, 23, 18, 0]
[0, 127, 127, 135, 0, 0, 0, 0, 43, 18, 0]
[0, 127, 127, 135, 0, 0, 0, 0, 62, 18, 0]
[0, 127, 127, 135, 0, 0, 0, 0, 82, 18, 0]
[0, 127, 127, 135, 0, 0, 0, 0, 102, 18, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 122, 18, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 142, 18, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 162, 18, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 182, 18, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 202, 18, 0]
[254, 127, 127, 119, 0, 0, 0, 0, 222, 18, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 242, 18, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 6, 19, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 26, 19, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 46, 19, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 66, 19, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 87, 19, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 107, 19, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 126, 19, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 146, 19, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 166, 19, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 186, 19, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 206, 19, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 226, 19, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 247, 19, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 11, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 31, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 50, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 71, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 91, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 111, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 131, 20, 0]
[254, 127, 127, 120, 0, 0, 0, 0, 151, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 170, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 190, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 210, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 230, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 250, 20, 0]
[0, 127, 127, 134, 0, 0, 0, 0, 14, 21, 0]
